thetao,0.9184459385494191
dissoc,0.912780952004835
rsntds,0.815650828046545
evs,0.7884442515514207
talk,0.7392670624912493
limirrmisc,0.6903003274445491
limirrdiat,0.6778352519060439
intppmisc,0.5949498955231463
zos,0.5759755022096605
dissic,0.5283814322477053
intdic,0.5095382126700962
pbo,0.49093838648464544
so,0.4738791043189297
sos,0.473873830764191
intpp,0.4577333652077823
phymiscos,0.442575546083846
phymisc,0.44257554608384597
zo2min,0.4251523880620669
wmo,0.33457756622044305
epc100,0.3163732165763257
epcalc100,0.3126695407597142
phyc,0.22314233807930953
phycos,0.2231423380793095
pp,0.20940866060567992
ppos,0.20940866060567992
epfe100,0.2060878469304783
wo,0.20033194909172172
phos,0.18665686622971933
ph,0.1866568662297193
uo,0.18099675894256825
masscello,0.17995089797323696
thkcello,0.1799508971381831
wfo,0.1728091476183587
intppdiat,0.15546505257299054
fsn,0.14308591717618183
fsfe,0.14308591717618183
tauuo,0.13984762292476477
mlotst,0.1101131772698414
spco2,0.10515222680294099
vo,0.09970178159870928
zoocos,0.08858330254002172
zooc,0.08858330254002172
fric,0.08659784039517257
vmo,0.07847383589526212
epsi100,0.07326605292280308
tauvo,0.06798210362159048
fbddtdip,0.06349531866131078
fbddtdin,0.03882878036380686
umo,0.03825563078237237
po4os,0.03659150116786814
po4,0.036591501167868135
hfds,0.03254812891730189
nh4,0.02628202772512855
nh4os,0.026282027725128547
fbddtdic,0.0193851000327766
phydiat,0.01828541765522582
phydiatos,0.01828541765522582
froc,0.01616106509205418
agessc,0.012707392655497892
sfdsi,0.0016599716812307113
o2,-0.8879774140058942
o2min,-0.7710467342485131
msftbarot,-0.5346231275407372
sios,-0.37787428946857976
si,-0.37787428946857965
dfeos,-0.18658630709608184
dfe,-0.18658630709608184
no3os,-0.18514697821867157
no3,-0.18514697821867154
dpco2,-0.16025833718998828
dpo2,-0.08292933450436349
fgo2,-0.055608834819614934
fsitherm,-0.0495924314739936
fbddtdife,-0.034978611631258066
fgco2,-0.027337737503985247
fbddtalk,-0.021869108971993415
fbddtdisi,-0.0076743069066708535
,0
ficeberg,
obvfsq,
